phrases_x,phrases_y,similarities
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,what is the detailed income statement breakdown of Axa?,1.1462212
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,world premium penetration in 2020,1.3489922
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,How does the forecasted insurance premium penetration in country trend compare to its peers?,0.8087562
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,what are the total losses for companies in country  non life market?,0.86443144
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,Insurance premiums market in Country,1.4492687
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,"How have the profit margins been for the airlines industry through the years, by regions?",0.84873515
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,What is the complete profile of the top oil rigs?,0.9747592
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,what is company general information?,1.1095835
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,How is the airline industry performing globally?,0.96243334
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,how does economic profit for in country compare to others?,0.84692436
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,most profitable insurance company India,1.2010349
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,Give me a detailed breakup of the income and expenses in South-East Asia,1.0705824
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,Show me all the oil rigs in the world,1.0839659
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,What were the premiums earned by the Indian insurance industry in 2020?,0.8335934
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,How much have premiums grown as compared to claims for India?,0.98527306
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,Which are the best performing insurance firms in India?,0.8479269
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,What is the ROE of the Indian market?,1.16654
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,What profits were clocked by Cholamandalam in 2020?,1.0383025
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,What is the premiums market share of the top 5 companies in India?,0.7899056
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,How will the Brazilian insurance market perform in case of a sluggish economic scenario?,0.0
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,Which are the main distribution channels in India?,1.0803268
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,What are the risks in the motor insurance segment in India?,0.8029466
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,What is the demand potential of India for insurance?,0.9200596
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,How do premiums break down by lines of business in India?,0.8785985
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,What is the share price of Qantas?,1.1502056
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,How many passengers are carried in ?,1.1244787
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,Which are the aircrafts manufactured by Boeing?,1.2352037
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,3.995386
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,Which are the top airports?,1.2017559
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,How many fatal air accidents till date?,1.3341457
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,What is the flow of air traffic in North America?,1.062261
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,What is the fleet of Airbus?,1.2025748
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,Airlines profitability Brazil?,2.5653963
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,Mergers among airline companies?,1.8585436
How will the Brazilian insurance market perform in case of a sluggish economic scenario?,Which are the most profitable airports?,1.1765653
